"totalrent";"livingspace";"balcony";"yearconstructed";"haskitchen";"floor";"interiorqual"
1421;66;"nein";1956;"ja";4;3
791;63;"nein";1972;"nein";5;2
1414;141;"ja";1910;"ja";4;3
1088;80;"nein";1972;"ja";2;3
1179;87;"ja";1963;"nein";1;3
981;74;"ja";1900;"nein";2;3
1219;102;"ja";1936;"nein";1;2
621;48;"ja";1954;"nein";0;2
1698;95;"nein";1952;"nein";1;3
706;62;"ja";1965;"nein";1;2
916;76;"nein";1953;"nein";6;2
594;26;"nein";1972;"ja";3;3
1718;154;"ja";1972;"nein";1;2
646;39;"ja";1955;"ja";1;2
1993;128;"ja";2019;"nein";1;3
2048;120;"ja";2015;"ja";0;3
1146;87;"ja";2004;"ja";2;3
1498;91;"ja";1958;"nein";2;3
1198;93;"ja";1914;"ja";3;3
833;65;"ja";1972;"nein";3;2
1862;128;"ja";1907;"ja";3;3
1187;83;"ja";1972;"nein";2;3
1209;95;"ja";1929;"ja";4;3
658;86;"nein";1972;"nein";0;2
1212;88;"nein";2018;"nein";2;3
1816;113;"ja";2019;"nein";2;3
1201;91;"ja";1965;"nein";2;3
1318;46;"nein";2018;"ja";0;3
2731;185;"ja";2012;"ja";0;3
639;51;"ja";1969;"nein";0;2
607;47;"nein";1960;"nein";1;3
1728;137;"nein";1972;"nein";0;2
1658;95;"ja";2017;"nein";1;3
1641;90;"ja";1972;"ja";4;3
881;76;"ja";1973;"nein";1;3
901;72;"nein";1954;"nein";4;2
2677;158;"ja";1972;"nein";11;2
990;58;"ja";2017;"ja";4;3
1178;75;"ja";2015;"nein";0;3
1146;79;"ja";2012;"nein";0;3
987;78;"ja";2000;"ja";3;3
696;49;"ja";1954;"nein";0;2
820;75;"ja";1956;"nein";3;2
590;34;"ja";1972;"ja";3;2
658;56;"ja";1965;"nein";1;2
2074;111;"ja";2019;"nein";2;3
770;56;"ja";1899;"ja";0;3
632;49;"nein";1960;"nein";1;3
697;43;"ja";1955;"ja";1;2
1506;76;"ja";2020;"nein";5;3
722;57;"ja";1956;"nein";4;2
998;31;"ja";1972;"ja";4;3
1223;82;"ja";2013;"nein";1;3
641;74;"ja";1954;"nein";3;2
2016;165;"ja";1972;"ja";3;3
1012;63;"nein";1903;"nein";1;3
589;34;"nein";1991;"ja";3;2
580;33;"nein";1972;"ja";4;2
1632;101;"ja";1960;"nein";3;3
1834;116;"ja";2017;"ja";1;4
1963;155;"ja";1972;"ja";3;3
1426;120;"ja";1956;"nein";2;3
997;49;"ja";1900;"ja";0;4
1704;112;"ja";2010;"nein";0;3
1300;85;"ja";1972;"nein";1;3
1596;115;"ja";1930;"ja";0;3
2636;144;"ja";2008;"ja";2;3
618;57;"nein";1914;"ja";3;2
1624;99;"nein";2015;"nein";0;3
1120;72;"ja";2015;"nein";0;3
964;78;"ja";1972;"ja";0;3
1424;92;"ja";2016;"ja";3;3
1081;60;"ja";2018;"ja";1;3
1734;111;"ja";1958;"nein";2;3
932;65;"ja";1960;"nein";4;3
706;70;"ja";1954;"nein";3;1
657;53;"ja";1983;"ja";3;2
617;51;"nein";1960;"nein";1;3
531;40;"nein";1963;"nein";0;2
1396;88;"nein";2018;"nein";2;3
383;25;"nein";1993;"ja";3;2
1575;116;"ja";1930;"ja";0;3
1179;81;"ja";1958;"ja";2;3
1560;69;"ja";1972;"ja";0;2
1526;115;"ja";2016;"nein";4;3
552;45;"ja";1954;"nein";2;2
935;66;"ja";1992;"ja";2;3
2108;100;"nein";1987;"nein";1;4
1305;101;"nein";1924;"nein";0;3
2489;147;"ja";1972;"nein";11;2
1148;45;"nein";2018;"ja";0;3
696;58;"ja";1954;"ja";2;3
1347;97;"ja";1972;"nein";1;3
831;61;"ja";1976;"ja";3;3
1820;129;"ja";1986;"ja";3;3
2587;136;"ja";2010;"ja";4;3
736;60;"nein";1960;"nein";1;3
1571;79;"nein";2013;"nein";2;4
1300;81;"ja";1955;"nein";4;3
949;86;"ja";1981;"nein";0;2
865;61;"nein";1903;"nein";1;3
1212;80;"ja";2012;"nein";0;3
691;47;"ja";1954;"nein";0;2
1223;126;"nein";1972;"nein";4;2
834;66;"ja";1978;"nein";1;3
1787;114;"ja";1930;"ja";0;3
719;78;"ja";1965;"nein";1;2
706;69;"nein";1972;"nein";1;2
1257;85;"ja";1972;"nein";1;3
1288;90;"ja";2001;"nein";3;3
545;47;"nein";1972;"ja";1;2
641;33;"ja";1972;"nein";1;2
2868;182;"ja";2012;"ja";0;3
853;74;"ja";1997;"nein";1;2
1422;126;"ja";1995;"ja";3;3
610;38;"ja";1972;"nein";6;3
1604;121;"ja";1904;"nein";4;3
1626;95;"ja";1972;"nein";4;3
812;79;"ja";1965;"nein";1;2
680;81;"nein";1972;"nein";0;2
1115;62;"ja";2016;"ja";1;4
590;52;"ja";1969;"nein";0;2
574;36;"nein";1972;"ja";4;2
538;25;"nein";1960;"nein";1;3
866;75;"ja";1969;"nein";6;2
942;83;"ja";1989;"ja";2;3
977;63;"nein";1972;"nein";2;3
533;35;"nein";1957;"nein";1;3
2036;112;"nein";1972;"nein";3;3
836;48;"ja";2012;"ja";4;3
936;33;"ja";1972;"ja";4;3
1730;95;"nein";2015;"ja";0;3
1350;130;"nein";1972;"nein";4;2
1483;97;"ja";1910;"nein";2;3
1165;82;"ja";1963;"nein";1;3
1896;117;"nein";1972;"nein";3;3
911;78;"nein";1903;"nein";2;2
1525;92;"ja";1965;"nein";2;3
1682;84;"ja";1972;"nein";6;3
1716;107;"ja";1958;"nein";2;3
1072;81;"ja";1972;"nein";5;3
2394;128;"ja";1972;"nein";5;3
1666;136;"nein";1972;"nein";0;2
814;31;"ja";1972;"ja";4;3
845;80;"ja";1972;"nein";3;3
2620;126;"ja";1972;"nein";5;3
670;49;"nein";1968;"nein";2;2
891;76;"ja";1961;"nein";1;2
579;36;"nein";1972;"ja";4;2
826;78;"ja";1929;"nein";2;2
901;71;"ja";1969;"nein";6;2
452;26;"nein";1993;"ja";3;2
1061;75;"ja";1989;"ja";2;3
1430;115;"ja";1952;"nein";1;2
1590;93;"ja";1955;"nein";3;4
1411;90;"ja";1936;"nein";3;3
429;23;"nein";1907;"ja";2;3
906;62;"ja";1994;"nein";2;3
844;72;"ja";1969;"nein";6;2
1104;39;"ja";2020;"ja";0;3
725;22;"ja";2018;"ja";2;3
930;68;"ja";1973;"nein";1;3
922;58;"nein";1930;"ja";3;3
1111;61;"ja";2020;"nein";1;3
1222;86;"ja";2004;"ja";2;3
3834;191;"ja";2016;"ja";6;4
828;68;"ja";1971;"nein";10;3
1585;107;"ja";1905;"ja";1;3
977;84;"ja";1979;"nein";2;3
1020;82;"ja";2000;"ja";3;3
2433;117;"ja";2016;"ja";5;3
705;49;"ja";1954;"nein";0;2
2184;128;"ja";1900;"ja";0;3
847;29;"ja";1972;"ja";4;3
1415;108;"ja";1936;"nein";1;2
1260;92;"ja";2001;"nein";3;3
786;51;"ja";2000;"ja";2;3
1711;102;"ja";1960;"nein";2;3
1114;71;"ja";2019;"ja";2;4
1883;128;"ja";1999;"ja";3;3
1008;71;"ja";1972;"nein";3;2
1316;62;"ja";1953;"ja";4;2
562;36;"nein";1991;"ja";3;2
1004;58;"nein";1959;"nein";5;3
979;83;"ja";1972;"nein";5;3
1607;90;"ja";2016;"ja";3;3
2689;211;"ja";1908;"nein";2;3
1609;94;"ja";1955;"nein";3;4
722;76;"ja";1965;"nein";1;2
850;67;"ja";1960;"nein";4;3
1420;104;"ja";1957;"ja";3;2
963;76;"ja";2018;"nein";3;3
831;61;"ja";1999;"nein";5;3
635;35;"nein";1975;"ja";1;3
597;25;"nein";1960;"nein";1;3
1555;98;"ja";1972;"nein";3;3
752;65;"ja";1955;"ja";4;2
796;68;"nein";1954;"nein";4;2
1072;82;"ja";1997;"nein";4;2
1606;69;"ja";1972;"ja";4;3
882;80;"ja";1962;"nein";1;2
1205;50;"nein";2018;"ja";0;3
1597;95;"ja";1958;"nein";2;3
952;71;"nein";1972;"nein";2;2
765;79;"ja";1954;"nein";3;2
605;50;"nein";1986;"nein";2;2
1561;95;"ja";1960;"nein";3;3
320;18;"nein";1950;"nein";0;1
1446;104;"ja";1972;"ja";3;3
838;59;"ja";1999;"nein";5;3
1094;81;"ja";1972;"nein";5;3
1600;105;"ja";1905;"ja";1;3
699;51;"nein";1968;"nein";2;2
732;58;"ja";1956;"nein";4;2
918;71;"ja";1973;"nein";1;3
1422;83;"ja";1936;"nein";3;3
1141;82;"ja";1967;"nein";1;2
798;58;"nein";1935;"ja";2;2
1708;129;"nein";1972;"nein";0;2
1725;98;"ja";1972;"ja";4;3
796;64;"ja";1970;"nein";0;3
1769;104;"ja";2019;"nein";2;3
1478;89;"ja";2005;"ja";3;3
824;63;"ja";1972;"nein";4;2
1279;97;"nein";2016;"nein";3;3
1331;98;"ja";1965;"ja";1;3
578;26;"nein";1972;"ja";3;3
1007;82;"ja";2003;"nein";5;2
751;50;"ja";2012;"ja";4;3
1818;98;"nein";2015;"ja";0;3
628;34;"nein";1963;"ja";6;3
757;45;"ja";2018;"nein";2;3
518;33;"ja";1972;"ja";3;2
573;49;"ja";1972;"ja";3;2
872;71;"ja";1959;"nein";1;3
1372;84;"ja";2020;"nein";5;3
953;53;"nein";1959;"nein";5;3
1052;68;"ja";2019;"nein";5;3
1147;56;"nein";1959;"nein";5;3
752;48;"ja";2018;"nein";2;3
1572;103;"ja";1960;"nein";2;3
677;59;"ja";1972;"nein";4;2
1093;73;"ja";1950;"ja";2;3
1760;118;"ja";2015;"nein";0;3
1443;107;"ja";1907;"ja";1;3
677;58;"ja";1954;"ja";2;3
718;62;"ja";1954;"ja";2;3
1301;96;"ja";1988;"nein";5;3
1017;80;"ja";2005;"nein";1;3
1074;78;"nein";1972;"ja";2;3
872;57;"nein";1930;"ja";3;3
1459;109;"ja";1952;"nein";1;2
1628;111;"ja";1958;"nein";2;3
1395;142;"ja";1910;"ja";4;3
845;71;"ja";1978;"nein";1;3
564;22;"nein";1957;"ja";5;3
1730;95;"ja";1972;"nein";6;3
880;58;"nein";1972;"nein";2;3
896;59;"ja";2020;"nein";0;3
633;55;"ja";1959;"nein";4;2
826;75;"ja";1978;"nein";1;3
2203;107;"ja";2016;"ja";5;3
625;78;"ja";1954;"nein";3;2
1010;76;"ja";1900;"nein";2;3
1173;73;"ja";1981;"nein";1;2
1024;70;"ja";2008;"nein";3;2
1605;99;"ja";1959;"nein";4;2
1703;145;"ja";1959;"ja";0;2
869;82;"ja";1925;"nein";2;2
1154;93;"ja";1983;"ja";2;3
1018;75;"ja";1959;"nein";1;3
434;25;"nein";1993;"ja";3;2
1082;69;"ja";1950;"ja";4;3
586;43;"ja";1955;"nein";0;2
1408;103;"ja";1972;"ja";3;3
1424;89;"ja";1936;"nein";3;3
1828;126;"ja";1958;"ja";1;3
570;54;"ja";1969;"nein";0;2
2318;106;"ja";2016;"ja";5;3
646;44;"ja";1970;"nein";3;3
471;44;"nein";1972;"ja";1;2
1151;57;"ja";1950;"ja";1;3
1392;85;"ja";2013;"nein";1;3
1110;76;"ja";2019;"ja";2;4
571;37;"nein";1963;"ja";6;3
524;41;"nein";1938;"ja";3;2
1602;81;"ja";1936;"ja";2;3
1745;109;"ja";1904;"nein";4;3
1477;101;"ja";1972;"nein";3;3
975;83;"ja";1969;"nein";3;2
1725;109;"ja";2012;"nein";4;3
911;76;"ja";1961;"nein";1;2
1211;66;"nein";1956;"ja";4;3
1141;116;"ja";1958;"nein";1;2
1080;68;"nein";1936;"ja";3;2
944;77;"ja";1902;"ja";0;2
1112;59;"nein";1959;"ja";1;2
518;55;"nein";1914;"ja";3;2
1017;66;"ja";2020;"nein";1;3
1064;59;"ja";2020;"nein";1;3
793;87;"nein";1903;"nein";2;2
946;84;"ja";1962;"nein";1;2
1036;86;"ja";1979;"nein";2;3
880;63;"nein";1903;"nein";1;3
679;21;"ja";2018;"ja";2;3
683;55;"ja";1964;"nein";0;2
1029;66;"ja";1994;"nein";2;3
2224;110;"ja";2016;"ja";5;3
513;45;"nein";1972;"ja";1;2
869;41;"ja";1972;"ja";3;4
1226;82;"ja";1972;"nein";2;3
1165;77;"ja";2003;"nein";5;2
1194;74;"ja";2003;"nein";1;3
1065;58;"ja";2018;"ja";6;3
1902;111;"nein";1972;"nein";3;3
678;59;"nein";1921;"nein";1;3
1105;60;"ja";2016;"ja";1;4
1577;77;"ja";1936;"ja";2;3
879;82;"ja";1957;"nein";1;3
1381;82;"ja";2014;"ja";0;4
2094;137;"ja";1992;"ja";2;3
650;25;"nein";1960;"nein";1;3
1289;75;"nein";2013;"nein";2;4
1662;92;"nein";2014;"nein";0;3
1659;119;"ja";1930;"ja";0;3
967;71;"ja";1950;"ja";4;3
971;71;"ja";1972;"nein";3;2
827;60;"ja";1912;"nein";3;2
888;82;"ja";1962;"nein";1;2
1799;90;"ja";1955;"nein";5;4
1178;75;"ja";2008;"nein";3;2
832;76;"ja";1995;"ja";3;3
616;39;"nein";1972;"nein";4;2
1038;54;"ja";1985;"ja";2;3
786;63;"nein";1951;"nein";0;3
1476;97;"ja";1910;"nein";2;3
2894;178;"ja";1908;"nein";2;3
949;57;"ja";1972;"ja";0;3
775;54;"nein";1954;"ja";2;2
1786;102;"ja";2018;"nein";4;3
621;23;"nein";1972;"ja";3;3
536;47;"nein";1983;"nein";1;2
1089;51;"ja";1900;"ja";0;4
1708;108;"ja";2010;"nein";0;3
793;56;"ja";1899;"ja";0;3
2267;100;"nein";1987;"nein";1;4
507;33;"nein";1903;"nein";0;2
1767;82;"ja";1936;"ja";2;3
676;62;"nein";1938;"nein";4;2
1079;75;"ja";1972;"nein";3;2
652;52;"nein";1965;"nein";4;2
1783;119;"ja";1958;"nein";2;3
1892;137;"ja";1958;"ja";1;3
1328;91;"ja";2001;"nein";3;3
1148;68;"nein";1956;"ja";4;3
1681;112;"ja";2009;"nein";0;3
1443;101;"ja";1965;"ja";1;3
507;36;"nein";1957;"nein";1;3
1468;91;"ja";1957;"ja";4;2
1863;97;"ja";1955;"nein";5;4
2004;106;"ja";2012;"nein";0;3
1775;107;"ja";2010;"nein";0;3
631;56;"ja";1964;"nein";0;2
1027;54;"ja";1985;"ja";2;3
1714;99;"ja";2009;"nein";3;3
2106;64;"ja";2017;"ja";2;3
1611;131;"ja";1959;"ja";0;2
514;38;"nein";1938;"ja";3;2
1159;63;"ja";2020;"nein";1;3
848;71;"ja";1969;"nein";6;2
2030;147;"ja";1984;"ja";0;3
773;81;"nein";1972;"ja";1;2
1777;108;"ja";2019;"nein";2;3
1647;113;"ja";2009;"nein";0;3
917;54;"ja";1972;"ja";0;3
1298;73;"ja";2017;"ja";0;4
1875;125;"ja";2009;"nein";1;3
1645;95;"ja";2019;"nein";2;3
553;42;"nein";1938;"ja";3;2
1304;91;"ja";1988;"nein";5;3
1736;108;"ja";1958;"nein";2;3
1569;105;"ja";1972;"nein";3;3
832;79;"nein";1953;"nein";6;2
944;70;"ja";2008;"nein";3;2
731;54;"ja";1899;"ja";0;3
1045;78;"ja";2004;"ja";2;3
1021;78;"ja";1961;"nein";1;2
1368;106;"nein";1904;"ja";1;2
725;72;"ja";1976;"nein";4;3
589;24;"nein";1963;"ja";5;3
1842;117;"ja";2014;"ja";2;3
741;52;"nein";1919;"ja";3;2
1350;102;"ja";1957;"ja";3;2
1165;55;"ja";1950;"ja";1;3
855;85;"nein";1903;"nein";2;2
1571;120;"ja";1999;"ja";3;3
576;32;"nein";1972;"ja";4;2
626;25;"nein";1972;"ja";3;3
1269;74;"ja";1972;"ja";3;3
1179;92;"ja";1985;"ja";1;2
626;55;"ja";1966;"nein";2;2
2327;131;"ja";1900;"ja";0;3
950;66;"nein";1972;"nein";2;2
1013;57;"ja";1972;"ja";0;3
600;26;"ja";1972;"ja";1;2
714;68;"ja";1935;"nein";4;2
2096;103;"ja";2012;"nein";0;3
1841;92;"nein";2014;"nein";0;3
894;75;"ja";1997;"nein";1;2
462;22;"nein";1907;"ja";2;3
929;67;"nein";1972;"nein";2;2
553;36;"ja";1972;"ja";3;2
700;60;"nein";1935;"ja";2;2
1185;73;"ja";2003;"nein";5;2
1004;83;"ja";2018;"nein";6;3
815;63;"nein";1935;"ja";2;2
1363;106;"nein";1924;"nein";0;3
1016;58;"ja";2019;"nein";1;4
1067;97;"nein";1996;"nein";4;2
1907;126;"ja";1986;"ja";3;3
1152;65;"ja";2020;"nein";1;3
948;87;"ja";1910;"ja";3;3
2954;169;"ja";2012;"ja";0;3
1282;80;"ja";1955;"nein";4;3
2478;137;"ja";2008;"ja";2;3
2718;146;"ja";2010;"ja";4;3
3013;197;"ja";1908;"nein";2;3
917;74;"ja";1969;"nein";3;2
1058;72;"ja";1950;"ja";4;3
2834;163;"ja";2014;"ja";0;4
508;23;"nein";1972;"ja";0;2
537;39;"nein";1963;"nein";0;2
881;70;"ja";1971;"nein";10;3
1124;75;"ja";1955;"nein";1;3
923;81;"nein";1953;"nein";6;2
1552;93;"ja";1958;"nein";2;3
1217;54;"ja";2019;"nein";1;4
1310;104;"nein";1924;"nein";0;3
1436;137;"ja";1910;"ja";4;3
2007;106;"ja";2017;"ja";1;4
777;83;"nein";1972;"ja";1;2
700;90;"nein";1972;"nein";0;2
1147;60;"ja";2020;"nein";1;3
827;68;"ja";1956;"nein";3;2
1727;93;"nein";2015;"nein";0;3
1669;106;"ja";1958;"nein";2;3
695;54;"nein";1960;"nein";2;2
947;32;"ja";1972;"ja";4;3
729;53;"nein";1965;"nein";4;2
921;62;"nein";1972;"nein";2;3
970;62;"nein";1903;"nein";1;3
1485;107;"ja";1972;"nein";3;3
607;45;"ja";1970;"nein";3;3
958;82;"ja";2018;"nein";6;3
753;49;"ja";1999;"ja";3;3
1001;66;"ja";2013;"nein";2;3
1368;87;"ja";2014;"ja";0;4
732;65;"nein";1972;"nein";1;2
1003;77;"ja";2000;"ja";3;3
1219;102;"ja";2018;"nein";1;3
776;72;"ja";1972;"nein";4;3
662;54;"ja";1954;"ja";2;3
1637;104;"ja";2019;"nein";1;3
782;52;"ja";2000;"ja";2;3
1427;108;"ja";2018;"nein";1;3
521;46;"nein";1972;"ja";1;2
996;90;"ja";1981;"nein";0;2
1462;104;"ja";1972;"ja";3;3
735;66;"ja";1980;"nein";1;1
2385;94;"ja";2019;"ja";4;4
593;35;"ja";1972;"nein";1;2
1186;76;"ja";1950;"ja";2;3
592;51;"nein";1965;"nein";4;2
1385;114;"ja";1957;"ja";3;2
545;51;"ja";1959;"nein";4;2
1102;62;"nein";1903;"nein";1;3
1632;100;"ja";1905;"ja";1;3
1049;47;"ja";1900;"ja";0;4
1759;121;"ja";2018;"ja";5;3
568;37;"nein";1963;"ja";6;3
605;38;"ja";1972;"nein";6;3
955;58;"nein";1972;"nein";5;3
528;52;"ja";1954;"nein";1;2
2035;108;"nein";1987;"nein";1;4
1622;121;"nein";1972;"nein";0;2
966;68;"ja";1950;"ja";4;3
961;61;"ja";1994;"nein";2;3
572;26;"ja";1972;"ja";1;2
545;26;"nein";1972;"ja";0;2
1066;78;"ja";1972;"nein";3;3
1166;83;"nein";1972;"nein";2;2
1230;69;"ja";2020;"nein";0;3
721;61;"ja";1935;"nein";4;2
649;51;"nein";1965;"nein";4;2
1260;80;"ja";2014;"ja";0;4
914;80;"ja";1972;"nein";3;3
1636;87;"ja";1972;"nein";4;3
1474;93;"ja";1956;"nein";3;3
1569;100;"ja";1907;"ja";1;3
578;51;"nein";1986;"nein";2;2
1282;83;"ja";2013;"nein";1;3
866;76;"ja";1969;"nein";6;2
872;70;"ja";1978;"nein";1;3
1369;94;"ja";1956;"nein";3;3
737;57;"nein";1938;"nein";4;2
1658;119;"ja";2014;"ja";2;3
1403;91;"ja";2005;"nein";3;3
943;55;"ja";2019;"nein";1;4
1007;84;"ja";1969;"nein";0;2
980;63;"ja";1960;"ja";4;4
989;72;"ja";1972;"nein";3;2
781;68;"ja";1955;"ja";4;2
613;55;"ja";1954;"ja";2;3
1024;102;"ja";1963;"nein";0;2
1187;73;"ja";2019;"ja";2;4
572;48;"ja";1954;"nein";1;2
1124;60;"ja";2018;"ja";1;3
1002;89;"ja";1969;"nein";3;2
1278;88;"ja";2005;"ja";3;3
1038;59;"ja";2018;"ja";6;3
1332;81;"ja";1958;"ja";2;3
1057;72;"ja";1966;"nein";0;2
1499;87;"ja";2011;"ja";1;3
2482;119;"ja";2005;"nein";0;3
748;61;"nein";1935;"ja";2;2
859;73;"ja";1969;"nein";6;2
800;58;"ja";1912;"nein";3;2
1033;61;"ja";1960;"ja";4;4
990;86;"ja";1984;"nein";1;2
511;45;"nein";1972;"ja";1;2
800;79;"ja";1965;"nein";1;2
768;52;"nein";1950;"nein";4;2
875;68;"ja";1960;"nein";4;3
1089;62;"ja";1972;"ja";0;3
471;38;"ja";1972;"nein";6;3
1174;68;"ja";1911;"ja";0;2
1939;129;"ja";1958;"ja";1;3
1363;90;"ja";1929;"nein";5;3
784;78;"ja";1972;"nein";4;3
976;77;"ja";1995;"ja";3;3
720;90;"nein";1972;"nein";0;2
1082;71;"ja";2019;"nein";5;3
1094;78;"ja";1950;"ja";2;3
996;77;"ja";1902;"ja";0;2
1003;76;"ja";2018;"nein";6;3
1317;45;"nein";2018;"ja";0;3
1474;117;"ja";1956;"nein";2;3
787;76;"ja";1972;"nein";4;3
1072;63;"ja";2020;"nein";0;3
832;55;"ja";1907;"nein";2;2
1068;81;"nein";1972;"ja";2;3
1484;89;"ja";2005;"ja";3;3
1328;79;"ja";2020;"nein";5;3
988;76;"ja";2018;"nein";3;3
555;48;"ja";1969;"nein";0;2
730;59;"ja";1954;"ja";2;3
1134;83;"ja";2012;"nein";0;3
1486;86;"ja";2017;"nein";1;3
822;67;"ja";1955;"ja";4;2
1369;97;"ja";1965;"nein";2;3
1449;98;"ja";1910;"nein";2;3
1002;58;"ja";2018;"ja";1;3
610;55;"ja";1954;"ja";2;3
904;55;"ja";2018;"ja";6;3
1115;59;"ja";2020;"nein";1;3
2075;143;"ja";1992;"ja";2;3
330;18;"nein";1950;"nein";0;1
1483;94;"ja";1955;"nein";3;4
1416;108;"ja";1936;"nein";1;2
627;51;"nein";1986;"nein";2;2
1030;62;"nein";1959;"ja";1;2
1490;139;"ja";1910;"ja";4;3
1294;99;"ja";1914;"ja";3;3
1013;73;"ja";1972;"ja";0;3
889;85;"ja";1981;"nein";0;2
809;69;"nein";1954;"nein";4;2
1618;118;"ja";2019;"nein";1;3
584;46;"ja";1954;"nein";2;2
901;67;"ja";1954;"nein";5;3
1630;129;"nein";1972;"nein";0;2
549;24;"nein";1960;"nein";1;3
1135;73;"ja";2019;"ja";2;4
768;62;"nein";1935;"ja";2;2
3415;120;"ja";2018;"ja";3;4
1697;116;"ja";2017;"ja";1;4
459;28;"nein";1961;"ja";1;2
1105;62;"nein";1972;"nein";2;3
501;42;"nein";1938;"ja";3;2
1141;83;"ja";2019;"nein";1;3
885;65;"ja";1992;"ja";2;3
1467;112;"ja";1907;"ja";1;3
627;33;"nein";1963;"ja";6;3
1153;58;"ja";2018;"ja";6;3
1078;82;"ja";1969;"nein";3;2
712;50;"ja";2018;"nein";2;3
857;73;"ja";1955;"ja";4;2
856;66;"nein";1970;"nein";4;2
1059;51;"ja";1900;"ja";0;4
2430;153;"ja";2008;"ja";2;3
1516;110;"ja";1936;"nein";1;2
661;56;"ja";1972;"ja";1;2
992;78;"ja";2000;"ja";3;3
1223;123;"nein";1972;"nein";4;2
1115;105;"ja";1949;"ja";3;2
704;45;"ja";2012;"ja";4;3
954;60;"nein";1972;"nein";5;3
1000;86;"ja";1972;"nein";5;3
623;43;"nein";1972;"nein";4;2
945;72;"ja";1978;"nein";1;3
717;53;"nein";1919;"ja";3;2
1317;45;"ja";1984;"ja";2;3
1413;96;"nein";1930;"ja";3;2
1017;68;"ja";1972;"ja";3;3
2324;124;"ja";1972;"nein";5;3
4395;196;"ja";2016;"ja";6;4
765;50;"ja";2012;"ja";4;3
511;26;"nein";1972;"ja";0;2
1169;85;"ja";1972;"nein";1;3
1000;61;"nein";1972;"nein";5;3
2180;115;"ja";2016;"ja";5;3
703;66;"ja";1935;"nein";4;2
1479;106;"ja";1972;"ja";3;3
758;57;"ja";1954;"ja";2;3
1288;67;"ja";2017;"ja";0;4
734;57;"ja";1964;"nein";0;2
873;83;"ja";1969;"nein";0;2
1560;99;"ja";2012;"nein";4;3
1258;85;"ja";1963;"nein";1;3
2235;163;"ja";1984;"ja";0;3
781;68;"nein";1954;"nein";4;2
964;74;"ja";1972;"ja";0;3
882;60;"ja";2020;"nein";0;3
790;62;"ja";1976;"ja";3;3
744;67;"nein";1972;"nein";1;2
1419;96;"ja";1960;"nein";2;3
925;86;"ja";1981;"nein";0;2
1623;134;"nein";1972;"nein";0;2
910;34;"ja";1972;"ja";4;3
643;36;"nein";1975;"ja";1;3
737;26;"nein";2020;"ja";0;3
630;43;"ja";1955;"ja";1;2
806;66;"ja";1972;"nein";4;2
582;44;"ja";1970;"nein";3;3
1112;77;"ja";1955;"nein";3;3
1069;74;"ja";1950;"ja";2;3
1069;59;"ja";2020;"nein";0;3
817;65;"ja";1955;"ja";4;2
828;77;"ja";1961;"nein";1;2
831;84;"nein";1972;"ja";1;2
741;67;"ja";1956;"nein";4;2
629;37;"ja";1972;"nein";6;3
1848;114;"ja";1904;"nein";4;3
1432;98;"ja";2009;"nein";3;3
1759;95;"nein";2015;"nein";0;3
1038;77;"ja";2005;"nein";1;3
937;80;"ja";1969;"nein";3;2
1083;78;"ja";2012;"nein";0;3
862;46;"ja";2012;"ja";4;3
1942;117;"ja";1904;"nein";4;3
547;35;"nein";1972;"ja";4;2
2919;194;"ja";1908;"nein";2;3
622;52;"nein";1965;"nein";4;2
595;33;"nein";1963;"ja";6;3
1587;114;"ja";2019;"nein";1;3
512;32;"nein";1960;"ja";2;2
491;39;"nein";1963;"nein";0;2
1662;96;"nein";2015;"ja";0;3
785;61;"nein";1938;"nein";4;2
940;57;"ja";1999;"nein";5;3
1162;97;"ja";1992;"nein";1;3
654;46;"nein";1960;"nein";1;3
1786;117;"ja";2015;"nein";0;3
600;42;"ja";1970;"nein";3;3
953;82;"ja";1969;"nein";3;2
589;33;"nein";1975;"ja";1;3
1615;107;"ja";2016;"nein";4;3
1591;98;"ja";2018;"nein";4;3
1263;86;"ja";2019;"nein";1;3
782;61;"ja";1972;"nein";4;2
1579;98;"ja";2009;"nein";3;3
1119;99;"ja";1914;"ja";3;3
562;42;"ja";1970;"nein";3;3
672;63;"nein";1960;"nein";1;3
652;56;"ja";1965;"nein";1;2
581;48;"nein";1986;"nein";2;2
1438;122;"ja";1956;"nein";2;3
1093;71;"ja";1950;"ja";4;3
1265;90;"ja";1929;"nein";5;3
727;58;"ja";1964;"nein";0;2
1392;88;"ja";1957;"ja";4;2
1476;111;"ja";1904;"nein";4;3
1464;110;"ja";2009;"nein";3;3
1163;38;"ja";1984;"ja";2;3
1685;95;"ja";2019;"nein";2;3
1895;121;"ja";2014;"ja";2;3
1672;101;"ja";2018;"nein";4;3
598;40;"ja";1955;"ja";1;2
745;72;"ja";1978;"nein";1;3
569;44;"nein";1972;"ja";1;2
1082;59;"ja";2020;"nein";1;3
1138;93;"ja";1914;"ja";3;3
808;47;"ja";2018;"nein";2;3
749;76;"ja";1972;"nein";4;3
791;67;"nein";1972;"nein";5;2
3550;187;"ja";2016;"ja";6;4
1708;105;"ja";2015;"nein";0;3
1223;97;"ja";1929;"nein";5;3
1405;109;"ja";1972;"nein";3;3
1502;82;"ja";2011;"ja";1;3
1852;103;"ja";1996;"ja";2;4
1063;69;"ja";1975;"ja";4;3
2044;117;"ja";2016;"ja";5;3
1028;62;"ja";1972;"ja";0;3
502;37;"ja";1972;"nein";6;3
